replicate,exchange_#,round,repeat_seq,actor,defender,offense_skill_chosen,offense_skill_value_at_roll,atk_roll,def_roll,atk_success,def_success,atk_margin,def_margin,outcome,effect_declared,location_index,zone,laterality,tag_check,resulting_staterecord,hp_alpha_after,hp_beta_after,pe_alpha_after,pe_beta_after,atk_overflow,def_overflow,atk_failure_xp,def_failure_xp,atk_advanced_skill_created,def_advanced_skill_created
2,29,8,2,Beta,Alpha,Trip,27,3,13,True,True,24,19,attacker-wins,Knock Prone,30,Torso,Right,n/a,Location 30(Torso/Right) Tier-1 Prone Magnitude -1,510,596,122,138,0,0,0,0,,
2,30,8,1,Alpha,Beta,Trip,27,79,83,False,False,,,repeat-bothfail,,,,,,,510,596,93,105,0,0,52,52,,
2,31,8,2,Alpha,Beta,Trip,28,67,2,False,True,,30,defender-wins,,,,,,,510,596,76,150,0,0,39,0,,
2,32,9,1,Alpha,Beta,Disarm,28,68,91,False,False,,,repeat-bothfail,,,,,,,510,596,58,109,0,0,40,59,,
2,33,9,2,Alpha,Beta,Disarm,29,10,16,True,True,19,17,attacker-wins,Disarm/Break Hold -> FAIL-AND-FALL-BACK -> Inflict Injury,1,Legs,Left,fail-and-fall-back,"Fallback HP -2 (Base Inflict Injury, DEC-030)",510,594,98,143,0,0,0,0,,
2,34,9,1,Beta,Alpha,Disarm,29,84,2,False,True,,30,defender-wins,,,,,,,510,594,146,109,0,0,55,0,,
2,35,10,1,Alpha,Beta,EquipmentDamage,25,1,6,True,True,24,27,defender-wins,,,,,,,510,594,150,150,0,0,0,0,,
2,36,10,1,Beta,Alpha,EquipmentDamage,26,30,15,False,True,,17,defender-wins,,,,,,,510,594,150,150,0,0,4,0,,
2,37,11,1,Alpha,Beta,Attack,27,66,78,False,False,,,repeat-bothfail,,,,,,,510,594,134,122,0,0,39,45,Attack-Adv3(T3),
2,38,11,2,Alpha,Beta,Attack,28,17,31,True,True,11,3,attacker-wins,Inflict Injury,,,,,HP -8,510,586,150,141,0,0,0,0,,
2,39,11,1,Beta,Alpha,Attack,28,7,14,True,True,21,18,attacker-wins,Inflict Injury,,,,,HP -3,507,586,150,150,0,0,0,0,,
2,40,12,1,Beta,Alpha,Grapple,26,24,58,True,False,2,,attacker-wins,Impose Condition: Grappled,,,,n/a,Tier-2 Grappled Magnitude -2,507,586,142,150,0,0,0,26,,
2,41,12,1,Alpha,Beta,Grapple,29,11,72,True,False,18,,attacker-wins,Impose Condition: Grappled,,,,n/a,Tier-2 Grappled Magnitude -2,507,586,150,128,0,0,0,38,,
2,42,13,1,Alpha,Beta,Trip,29,4,66,True,False,25,,attacker-wins,Knock Prone,40,Torso,Right,n/a,Location 40(Torso/Right) Tier-2 Prone Magnitude -2,507,586,150,112,0,0,0,31,,Defense-Adv2(T3)
2,43,13,1,Beta,Alpha,Trip,27,82,67,False,False,,,repeat-bothfail,,,,,,,507,586,133,80,0,0,55,35,,
2,44,13,2,Beta,Alpha,Trip,29,7,66,True,False,22,,attacker-wins,Knock Prone,70,Arms,Right,n/a,Location 70(Arms/Right) Tier-2 Prone Magnitude -2,507,586,117,123,0,0,0,33,,Defense-Adv4(T3)
2,45,14,1,Alpha,Beta,Disarm,29,77,81,False,False,,,repeat-bothfail,,,,,,,507,586,90,92,0,0,48,46,Disarm-Adv5(T3),
2,46,14,2,Alpha,Beta,Disarm,30,16,27,True,True,14,9,attacker-wins,Disarm/Break Hold,61,Arms,Left,pass,Location 61(Arms/Left) Tier-1 Disarmed Magnitude -1,507,586,124,115,0,0,0,0,,
2,47,14,1,Beta,Alpha,Disarm,30,22,66,True,False,8,,attacker-wins,Disarm/Break Hold -> FAIL-AND-FALL-BACK -> Inflict Injury,22,Legs,Right,fail-and-fall-back,"Fallback HP -8 (Base Inflict Injury, DEC-030)",499,586,108,143,0,0,0,32,,Defense-Adv6(T3)
2,48,15,1,Alpha,Beta,EquipmentDamage,25,12,71,True,False,13,,attacker-wins,Equipment Damage -> FAIL-AND-FALL-BACK -> Inflict Injury,21,Legs,Left,fail-and-fall-back,"Fallback HP -13 (Base Inflict Injury, DEC-030)",499,573,146,122,0,0,0,35,,
2,49,15,1,Beta,Alpha,EquipmentDamage,26,16,86,True,False,10,,attacker-wins,Equipment Damage,61,Arms,Left,pass,Location 61(Arms/Left) Tier-2 EquipmentDamaged Magnitude -2,499,573,110,150,0,0,0,52,,
2,50,16,1,Beta,Alpha,Attack,28,25,88,True,False,3,,attacker-wins,Inflict Injury,,,,,HP -3,496,573,72,150,0,0,0,53,,Defense-Adv7(T3)
2,51,16,1,Alpha,Beta,Attack,28,7,58,True,False,21,,attacker-wins,Inflict Injury,,,,,HP -21,496,552,115,142,0,0,0,22,,
2,52,17,1,Alpha,Beta,Grapple,29,33,9,False,True,,27,defender-wins,,,,,,,496,552,132,150,0,0,4,0,Grapple-Adv8(T3),
2,53,17,1,Beta,Alpha,Grapple,26,35,14,False,True,,22,defender-wins,,,,,,,496,552,150,150,0,0,9,0,,
2,54,18,1,Alpha,Beta,Trip,29,12,29,True,True,17,7,attacker-wins,Knock Prone,21,Legs,Left,n/a,Location 21(Legs/Left) Tier-1 Prone Magnitude -1,496,552,150,150,0,0,0,0,,
2,55,18,1,Beta,Alpha,Trip,29,50,12,False,True,,24,defender-wins,,,,,,,496,552,150,150,0,0,21,0,,
2,56,19,1,Beta,Alpha,Disarm,30,5,18,True,True,25,18,attacker-wins,Disarm/Break Hold -> FAIL-AND-FALL-BACK -> Inflict Injury,50,Torso,Right,fail-and-fall-back,"Fallback HP -7 (Base Inflict Injury, DEC-030)",489,552,150,150,0,0,0,0,,
2,57,19,1,Alpha,Beta,Disarm,30,45,100,False,False,,,repeat-bothfail,,,,,,,489,552,150,100,0,0,15,64,,Defense-Adv3(T3)
2,58,19,2,Alpha,Beta,Disarm,30,29,59,True,False,1,,attacker-wins,Disarm/Break Hold -> FAIL-AND-FALL-BACK -> Inflict Injury,92,Head,Right,fail-and-fall-back,"Fallback HP -1 (Base Inflict Injury, DEC-030)",489,551,150,91,0,0,0,22,,
2,59,20,1,Alpha,Beta,EquipmentDamage,25,35,57,False,False,,,repeat-bothfail,,,,,,,489,551,150,84,0,0,10,20,,
2,60,20,2,Alpha,Beta,EquipmentDamage,25,43,100,False,False,,,repeat-bothfail,,,,,,,489,535,150,50,0,16,18,63,,Defense-Adv4(T3)
2,61,20,3,Alpha,Beta,EquipmentDamage,25,95,99,False,False,,,repeat-bothfail,,,,,,,489,486,105,50,0,49,70,61,,Defense-Adv5(T3)
2,62,20,4,Alpha,Beta,EquipmentDamage,27,21,61,True,False,6,,attacker-wins,Equipment Damage -> FAIL-AND-FALL-BACK -> Inflict Injury,12,Legs,Right,fail-and-fall-back,"Fallback HP -6 (Base Inflict Injury, DEC-030)",489,469,134,50,0,11,0,22,,
2,63,20,1,Beta,Alpha,EquipmentDamage,26,17,97,True,False,9,,attacker-wins,Equipment Damage,71,Arms,Left,pass,Location 71(Arms/Left) Tier-2 EquipmentDamaged Magnitude -2,489,469,87,83,0,0,0,61,,
2,64,21,1,Alpha,Beta,Attack,28,96,12,False,True,,27,defender-wins,,,,,,,480,469,50,121,9,0,68,0,,
2,65,21,1,Beta,Alpha,Attack,28,19,8,True,True,9,29,defender-wins,,,,,,,480,469,92,150,0,0,0,0,,
2,66,22,1,Alpha,Beta,Grapple,29,65,36,False,True,,3,defender-wins,,,,,,,480,469,77,150,0,0,36,0,,
2,67,22,1,Beta,Alpha,Grapple,26,49,40,False,False,,,repeat-bothfail,,,,,,,480,469,87,150,0,0,23,3,,
2,68,22,2,Beta,Alpha,Grapple,26,46,17,False,True,,20,defender-wins,,,,,,,480,469,120,150,0,0,20,0,,
2,69,23,1,Alpha,Beta,Trip,29,97,1,False,True,,38,defender-wins,,,,,,,480,469,73,150,0,0,68,0,,
2,70,23,1,Beta,Alpha,Trip,29,88,75,False,False,,,repeat-bothfail,,,,,,,478,469,50,112,0,2,59,38,Trip-Adv6(T3),
2,71,23,2,Beta,Alpha,Trip,31,4,41,True,False,27,,attacker-wins,Knock Prone,40,Torso,Right,n/a,Location 40(Torso/Right) Tier-2 Prone Magnitude -2,478,469,59,150,0,0,0,3,,
2,72,24,1,Beta,Alpha,Disarm,30,30,42,True,False,0,,attacker-wins,Disarm/Break Hold -> FAIL-AND-FALL-BACK -> Inflict Injury,3,Legs,Left,fail-and-fall-back,"Fallback HP -1 (Base Inflict Injury, DEC-030)",477,469,67,150,0,0,0,4,,
2,73,24,1,Alpha,Beta,Disarm,30,34,63,False,False,,,repeat-bothfail,,,,,,,477,469,83,137,0,0,4,24,,
2,74,24,2,Alpha,Beta,Disarm,30,40,19,False,True,,20,defender-wins,,,,,,,477,469,93,150,0,0,10,0,,
2,75,25,1,Alpha,Beta,EquipmentDamage,27,80,55,False,False,,,repeat-bothfail,,,,,,,477,469,63,145,0,0,53,16,,Defense-Adv7(T3)
2,76,25,2,Alpha,Beta,EquipmentDamage,28,14,84,True,False,14,,attacker-wins,Equipment Damage,41,Torso,Left,pass,Location 41(Torso/Left) Tier-2 EquipmentDamaged Magnitude -2,477,469,99,111,0,0,0,45,,
2,77,25,1,Beta,Alpha,EquipmentDamage,26,14,16,True,True,12,22,defender-wins,,,,,,,477,469,133,147,0,0,0,0,,
2,78,26,1,Beta,Alpha,Attack,28,29,3,False,True,,35,defender-wins,,,,,,,477,469,150,150,0,0,1,0,,
2,79,26,1,Alpha,Beta,Attack,30,54,26,False,True,,14,defender-wins,,,,,,,477,469,146,150,0,0,24,0,,
2,80,27,1,Beta,Alpha,Grapple,26,85,22,False,True,,16,defender-wins,,,,,,,477,469,150,115,0,0,59,0,,
2,81,27,1,Alpha,Beta,Grapple,30,42,6,False,True,,34,defender-wins,,,,,,,477,469,150,150,0,0,12,0,,
2,82,28,1,Beta,Alpha,Trip,31,42,12,False,True,,26,defender-wins,,,,,,,477,469,150,150,0,0,11,0,,
2,83,28,1,Alpha,Beta,Trip,31,98,90,False,False,,,repeat-bothfail,,,,,,,477,469,102,110,0,0,67,50,,
2,84,28,2,Alpha,Beta,Trip,33,63,57,False,False,,,repeat-bothfail,,,,,,,477,469,89,103,0,0,30,16,,
2,85,28,3,Alpha,Beta,Trip,33,54,94,False,False,,,repeat-bothfail,,,,,,,477,469,85,59,0,0,21,53,,
2,86,28,4,Alpha,Beta,Trip,33,43,38,False,True,,4,defender-wins,,,,,,,477,469,92,71,0,0,10,0,,
2,87,29,1,Alpha,Beta,Disarm,30,73,31,False,True,,11,defender-wins,,,,,,,477,469,69,90,0,0,43,0,,
2,88,29,1,Beta,Alpha,Disarm,30,71,4,False,True,,34,defender-wins,,,,,,,477,469,115,69,0,0,41,0,,
2,89,30,1,Beta,Alpha,EquipmentDamage,26,2,63,True,False,24,,attacker-wins,Equipment Damage -> FAIL-AND-FALL-BACK -> Inflict Injury,20,Legs,Right,fail-and-fall-back,"Fallback HP -24 (Base Inflict Injury, DEC-030)",453,469,102,117,0,0,0,25,,
2,90,30,1,Alpha,Beta,EquipmentDamage,28,57,33,False,True,,9,defender-wins,,,,,,,453,469,95,134,0,0,29,0,,
2,91,31,1,Alpha,Beta,Attack,30,56,84,False,False,,,repeat-bothfail,,,,,,,453,469,89,100,0,0,26,42,,
2,92,31,2,Alpha,Beta,Attack,30,95,15,False,True,,28,defender-wins,,,,,,,447,469,50,135,6,0,65,0,,
2,93,31,1,Beta,Alpha,Attack,28,92,41,False,False,,,repeat-bothfail,,,,,,,447,469,59,93,0,0,64,3,,
2,94,31,2,Beta,Alpha,Attack,30,37,50,False,False,,,repeat-bothfail,,,,,,,447,469,59,106,0,0,7,12,,
2,95,31,3,Beta,Alpha,Attack,30,79,60,False,False,,,repeat-bothfail,,,,,,,446,469,50,77,0,1,49,22,,
2,96,31,4,Beta,Alpha,Attack,31,5,74,True,False,26,,attacker-wins,Inflict Injury,,,,,HP -26,396,469,50,122,0,24,0,36,,
2,97,32,1,Alpha,Beta,Grapple,30,12,30,True,True,18,13,attacker-wins,Impose Condition: Grappled,,,,n/a,Tier-1 Grappled Magnitude -1,396,469,88,142,0,0,0,0,,
2,98,32,1,Beta,Alpha,Grapple,28,66,99,False,False,,,repeat-bothfail,,,,,,,385,469,50,126,0,11,38,61,Grapple-Adv8(T3),Defense-Adv9(T3)
2,99,32,2,Beta,Alpha,Grapple,29,26,11,True,True,3,28,defender-wins,,,,,,,385,469,89,150,0,0,0,0,,
2,100,33,1,Beta,Alpha,Trip,31,83,6,False,True,,33,defender-wins,,,,,,,385,469,133,117,0,0,52,0,,
2,101,33,1,Alpha,Beta,Trip,33,98,54,False,False,,,repeat-bothfail,,,,,,,385,469,85,113,0,0,65,11,,
2,102,33,2,Alpha,Beta,Trip,34,45,55,False,False,,,repeat-bothfail,,,,,,,385,469,90,108,0,0,11,12,,Defense-Adv9(T3)
2,103,33,3,Alpha,Beta,Trip,34,42,48,False,False,,,repeat-bothfail,,,,,,,385,469,98,110,0,0,8,5,,
2,104,33,4,Alpha,Beta,Trip,34,8,16,True,True,26,27,defender-wins,,,,,,,385,469,140,144,0,0,0,0,,
2,105,34,1,Alpha,Beta,Disarm,31,70,14,False,True,,29,defender-wins,,,,,,,385,469,120,150,0,0,39,0,,
2,106,34,1,Beta,Alpha,Disarm,31,56,53,False,False,,,repeat-bothfail,,,,,,,385,469,117,144,0,0,25,14,,
2,107,34,2,Beta,Alpha,Disarm,31,28,71,True,False,3,,attacker-wins,Disarm/Break Hold -> FAIL-AND-FALL-BACK -> Inflict Injury,82,Head,Right,fail-and-fall-back,"Fallback HP -3 (Base Inflict Injury, DEC-030)",382,469,96,150,0,0,0,32,,
2,108,35,1,Beta,Alpha,EquipmentDamage,26,84,26,False,True,,13,defender-wins,,,,,,,382,469,120,116,0,0,58,0,,
2,109,35,1,Alpha,Beta,EquipmentDamage,29,64,91,False,False,,,repeat-bothfail,,,,,,,382,469,106,75,0,0,35,48,,
2,110,35,2,Alpha,Beta,EquipmentDamage,30,85,19,False,True,,25,defender-wins,,,,,,,382,469,71,106,0,0,55,0,,
2,111,36,1,Beta,Alpha,Attack,31,39,80,False,False,,,repeat-bothfail,,,,,,,373,469,50,117,0,9,8,41,,
2,112,36,2,Beta,Alpha,Attack,31,80,91,False,False,,,repeat-bothfail,,,,,,,332,469,50,87,0,41,49,51,,
2,113,36,3,Beta,Alpha,Attack,32,89,75,False,False,,,repeat-bothfail,,,,,,,307,467,50,50,2,25,57,34,,
2,114,36,4,Beta,Alpha,Attack,33,50,10,False,True,,31,defender-wins,,,,,,,307,467,90,50,0,0,17,0,,
2,115,36,1,Alpha,Beta,Attack,32,69,76,False,False,,,repeat-bothfail,,,,,,,307,441,71,50,0,26,37,32,,
2,116,36,2,Alpha,Beta,Attack,33,91,12,False,True,,32,defender-wins,,,,,,,287,441,50,88,20,0,58,0,,
2,117,37,1,Beta,Alpha,Grapple,29,77,93,False,False,,,repeat-bothfail,,,,,,,244,441,50,61,0,43,48,52,Grapple-Adv10(T3),
2,118,37,2,Beta,Alpha,Grapple,30,73,55,False,False,,,repeat-bothfail,,,,,,,239,429,50,50,12,5,43,13,,Defense-Adv10(T3)
2,119,37,3,Beta,Alpha,Grapple,31,79,43,False,False,,,repeat-bothfail,,,,,,,239,400,57,50,29,0,48,1,,
2,120,37,4,Beta,Alpha,Grapple,32,29,89,True,False,3,,attacker-wins,Impose Condition: Grappled,,,,n/a,Tier-2 Grappled Magnitude -2,207,400,50,71,0,32,0,47,,
2,121,37,1,Alpha,Beta,Grapple,30,35,87,False,False,,,repeat-bothfail,,,,,,,207,384,65,50,0,16,5,43,,
2,122,37,2,Alpha,Beta,Grapple,30,18,1,True,True,12,43,defender-wins,,,,,,,207,384,97,99,0,0,0,0,,
2,123,38,1,Alpha,Beta,Trip,34,64,35,False,True,,9,defender-wins,,,,,,,207,384,83,114,0,0,30,0,,
2,124,38,1,Beta,Alpha,Trip,32,78,94,False,False,,,repeat-bothfail,,,,,,,196,384,50,86,0,11,46,51,,
2,125,38,2,Beta,Alpha,Trip,33,82,42,False,True,,2,defender-wins,,,,,,,196,384,58,54,0,0,49,0,,
2,126,39,1,Alpha,Beta,Disarm,32,91,96,False,False,,,repeat-bothfail,,,,,,,163,342,50,50,33,42,59,52,,
2,127,39,2,Alpha,Beta,Disarm,33,39,35,False,True,,10,defender-wins,,,,,,,163,342,61,65,0,0,6,0,,
2,128,39,1,Beta,Alpha,Disarm,31,86,44,False,True,,0,defender-wins,,,,,,,163,321,67,50,21,0,55,0,,
2,129,40,1,Alpha,Beta,EquipmentDamage,31,41,52,False,False,,,repeat-bothfail,,,,,,,163,319,76,50,0,2,10,7,,
2,130,40,2,Alpha,Beta,EquipmentDamage,31,82,98,False,False,,,repeat-bothfail,,,,,,,157,271,50,50,6,48,51,53,,
2,131,40,3,Alpha,Beta,EquipmentDamage,32,31,97,True,False,1,,attacker-wins,Equipment Damage -> FAIL-AND-FALL-BACK -> Inflict Injury,13,Legs,Left,fail-and-fall-back,"Fallback HP -1 (Base Inflict Injury, DEC-030)",157,223,69,50,0,47,0,51,,
2,132,40,1,Beta,Alpha,EquipmentDamage,28,93,16,False,True,,28,defender-wins,,,,,,,157,180,103,50,43,0,65,0,,
2,133,41,1,Beta,Alpha,Attack,33,83,39,False,True,,5,defender-wins,,,,,,,157,147,114,50,33,0,50,0,,
2,134,41,1,Alpha,Beta,Attack,34,71,15,False,True,,32,defender-wins,,,,,,,157,147,93,85,0,0,37,0,,
2,135,42,1,Alpha,Beta,Grapple,30,62,17,False,True,,30,defender-wins,,,,,,,157,147,81,118,0,0,32,0,,
2,136,42,1,Beta,Alpha,Grapple,32,29,72,True,False,3,,attacker-wins,Impose Condition: Grappled,,,,n/a,Tier-2 Grappled Magnitude -2,157,147,59,139,0,0,0,28,,
2,137,43,1,Alpha,Beta,Trip,34,43,29,False,True,,18,defender-wins,,,,,,,157,147,66,150,0,0,9,0,,
2,138,43,1,Beta,Alpha,Trip,34,88,80,False,False,,,repeat-bothfail,,,,,,,143,147,50,112,0,14,54,36,Trip-Adv11(T3),
2,139,43,2,Beta,Alpha,Trip,35,43,96,False,False,,,repeat-bothfail,,,,,,,97,147,50,119,0,46,8,52,,
2,140,43,3,Beta,Alpha,Trip,35,8,62,True,False,27,,attacker-wins,Knock Prone,80,Head,Right,n/a,Location 80(Head/Right) Tier-2 Prone Magnitude -2,85,147,50,150,0,12,0,17,,
2,141,44,1,Beta,Alpha,Disarm,32,49,53,False,False,,,repeat-bothfail,,,,,,,82,147,50,150,0,3,17,8,,
2,142,44,2,Beta,Alpha,Disarm,32,84,68,False,False,,,repeat-bothfail,,,,,,,64,147,50,116,0,18,52,23,,
2,143,44,3,Beta,Alpha,Disarm,33,32,99,True,False,1,,attacker-wins,Disarm/Break Hold -> FAIL-AND-FALL-BACK -> Inflict Injury,23,Legs,Left,fail-and-fall-back,"Fallback HP -1 (Base Inflict Injury, DEC-030)",14,147,50,134,0,49,0,54,,Defense-Adv11(T3)
2,144,44,1,Alpha,Beta,Disarm,33,79,4,False,True,,43,defender-wins,,,,,,,-15,147,50,150,29,0,46,0,,
3,1,1,1,Beta,Alpha,Attack,25,46,11,False,True,,14,defender-wins,,,,,,,600,600,150,150,0,0,21,0,,
3,2,1,1,Alpha,Beta,Attack,25,9,59,True,False,16,,attacker-wins,Inflict Injury,,,,,HP -16,600,584,150,141,0,0,0,34,,
3,3,2,1,Beta,Alpha,Grapple,25,53,99,False,False,,,repeat-bothfail,,,,,,,600,584,101,138,0,0,28,74,,Defense-Adv1(T3)
3,4,2,2,Beta,Alpha,Grapple,26,37,55,False,False,,,repeat-bothfail,,,,,,,600,584,96,150,0,0,11,28,,Defense-Adv2(T3)
3,5,2,3,Beta,Alpha,Grapple,26,67,10,False,True,,18,defender-wins,,,,,,,600,584,136,133,0,0,41,0,,
3,6,2,1,Alpha,Beta,Grapple,25,11,24,True,True,14,2,attacker-wins,Impose Condition: Grappled,,,,n/a,Tier-1 Grappled Magnitude -1,600,584,150,150,0,0,0,0,,
3,7,3,1,Beta,Alpha,Trip,25,30,51,False,False,,,repeat-bothfail,,,,,,,600,584,149,150,0,0,5,23,,
3,8,3,2,Beta,Alpha,Trip,25,66,98,False,False,,,repeat-bothfail,,,,,,,600,584,101,134,0,0,41,70,Trip-Adv1(T3),
3,9,3,3,Beta,Alpha,Trip,26,28,11,False,True,,19,defender-wins,,,,,,,600,584,140,150,0,0,2,0,,
3,10,3,1,Alpha,Beta,Trip,25,10,62,True,False,15,,attacker-wins,Knock Prone,1,Legs,Left,n/a,Location 1(Legs/Left) Tier-2 Prone Magnitude -2,600,584,150,138,0,0,0,36,,
3,11,4,1,Beta,Alpha,Disarm,25,88,85,False,False,,,repeat-bothfail,,,,,,,600,584,115,100,0,0,63,55,Disarm-Adv2(T3),
3,12,4,2,Beta,Alpha,Disarm,27,14,92,True,False,13,,attacker-wins,Disarm/Break Hold -> FAIL-AND-FALL-BACK -> Inflict Injury,41,Torso,Left,fail-and-fall-back,"Fallback HP -13 (Base Inflict Injury, DEC-030)",587,584,73,136,0,0,0,61,,
3,13,4,1,Alpha,Beta,Disarm,25,12,22,True,True,13,5,attacker-wins,Disarm/Break Hold -> FAIL-AND-FALL-BACK -> Inflict Injury,21,Legs,Left,fail-and-fall-back,"Fallback HP -8 (Base Inflict Injury, DEC-030)",587,576,111,150,0,0,0,0,,
3,14,5,1,Alpha,Beta,EquipmentDamage,25,56,63,False,False,,,repeat-bothfail,,,,,,,587,576,105,137,0,0,31,36,,
3,15,5,2,Alpha,Beta,EquipmentDamage,26,10,92,True,False,16,,attacker-wins,Equipment Damage -> FAIL-AND-FALL-BACK -> Inflict Injury,1,Legs,Left,fail-and-fall-back,"Fallback HP -16 (Base Inflict Injury, DEC-030)",587,560,145,95,0,0,0,64,,
3,16,5,1,Beta,Alpha,EquipmentDamage,25,79,82,False,False,,,repeat-bothfail,,,,,,,587,560,113,66,0,0,54,50,,
3,17,5,2,Beta,Alpha,EquipmentDamage,27,27,7,True,True,0,26,defender-wins,,,,,,,587,560,150,89,0,0,0,0,,
3,18,6,1,Alpha,Beta,Attack,25,16,61,True,False,9,,attacker-wins,Inflict Injury,,,,,HP -9,587,551,150,78,0,0,0,31,,
3,19,6,1,Beta,Alpha,Attack,25,28,2,False,True,,31,defender-wins,,,,,,,587,551,150,100,0,0,3,0,,
3,20,7,1,Beta,Alpha,Grapple,27,75,37,False,False,,,repeat-bothfail,,,,,,,587,551,150,75,0,0,48,4,,
3,21,7,2,Beta,Alpha,Grapple,28,93,53,False,False,,,repeat-bothfail,,,,,,,587,533,147,50,18,0,65,20,,
3,22,7,3,Beta,Alpha,Grapple,30,81,43,False,False,,,repeat-bothfail,,,,,,,587,502,150,50,31,0,51,10,,
3,23,7,4,Beta,Alpha,Grapple,31,15,5,True,True,16,28,defender-wins,,,,,,,587,502,150,85,0,0,0,0,,
3,24,7,1,Alpha,Beta,Grapple,25,33,34,False,False,,,repeat-bothfail,,,,,,,587,502,150,101,0,0,8,3,Grapple-Adv3(T3),
3,25,7,2,Alpha,Beta,Grapple,25,52,64,False,False,,,repeat-bothfail,,,,,,,587,502,148,87,0,0,27,33,,
3,26,7,3,Alpha,Beta,Grapple,26,88,42,False,False,,,repeat-bothfail,,,,,,,587,502,110,95,0,0,62,10,Grapple-Adv4(T3),
3,27,7,4,Alpha,Beta,Grapple,28,25,74,True,False,3,,attacker-wins,Impose Condition: Grappled,,,,n/a,Tier-2 Grappled Magnitude -2,587,502,135,71,0,0,0,42,,
3,28,8,1,Beta,Alpha,Trip,26,50,4,False,True,,29,defender-wins,,,,,,,587,502,150,71,0,0,24,0,,
3,29,8,1,Alpha,Beta,Trip,25,76,72,False,False,,,repeat-bothfail,,,,,,,587,501,124,50,0,1,51,39,,
3,30,8,2,Alpha,Beta,Trip,27,86,45,False,False,,,repeat-bothfail,,,,,,,587,501,88,55,0,0,59,11,,
3,31,8,3,Alpha,Beta,Trip,29,44,29,False,True,,5,defender-wins,,,,,,,587,501,94,76,0,0,15,0,Trip-Adv5(T3),
3,32,9,1,Alpha,Beta,Disarm,25,69,79,False,False,,,repeat-bothfail,,,,,,,587,498,75,50,0,3,44,45,,
3,33,9,2,Alpha,Beta,Disarm,26,52,23,False,True,,12,defender-wins,,,,,,,587,498,73,77,0,0,26,0,,
3,34,9,1,Beta,Alpha,Disarm,27,20,28,True,True,7,5,attacker-wins,Disarm/Break Hold -> FAIL-AND-FALL-BACK -> Inflict Injury,2,Legs,Right,fail-and-fall-back,"Fallback HP -2 (Base Inflict Injury, DEC-030)",585,498,95,107,0,0,0,0,,
3,35,10,1,Alpha,Beta,EquipmentDamage,26,66,82,False,False,,,repeat-bothfail,,,,,,,585,498,79,75,0,0,40,47,EquipmentDamage-Adv6(T3),
3,36,10,2,Alpha,Beta,EquipmentDamage,27,4,88,True,False,23,,attacker-wins,Equipment Damage,40,Torso,Right,pass,Location 40(Torso/Right) Tier-2 EquipmentDamaged Magnitude -2,585,485,125,50,0,13,0,52,,Defense-Adv3(T3)
3,37,10,1,Beta,Alpha,EquipmentDamage,27,57,6,False,True,,27,defender-wins,,,,,,,585,478,150,50,7,0,30,0,,
3,38,11,1,Beta,Alpha,Attack,25,89,67,False,False,,,repeat-bothfail,,,,,,,585,439,133,50,39,0,64,34,,
3,39,11,2,Beta,Alpha,Attack,27,57,20,False,True,,14,defender-wins,,,,,,,585,432,150,50,7,0,30,0,,
3,40,11,1,Alpha,Beta,Attack,25,7,32,True,True,18,5,attacker-wins,Inflict Injury,,,,,HP -13,585,419,150,68,0,0,0,0,,
3,41,12,1,Beta,Alpha,Grapple,31,55,68,False,False,,,repeat-bothfail,,,,,,,585,419,132,63,0,0,24,34,Grapple-Adv4(T3),
3,42,12,2,Beta,Alpha,Grapple,31,78,80,False,False,,,repeat-bothfail,,,,,,,585,404,102,50,15,0,47,45,,
3,43,12,3,Beta,Alpha,Grapple,32,77,41,False,False,,,repeat-bothfail,,,,,,,585,377,111,50,27,0,45,5,Grapple-Adv5(T3),
3,44,12,4,Beta,Alpha,Grapple,33,87,90,False,False,,,repeat-bothfail,,,,,,,585,340,71,50,37,0,54,54,,
3,45,12,5,Beta,Alpha,Grapple,34,45,43,False,False,,,repeat-bothfail,,,,,,,585,340,78,55,0,0,11,6,,
3,46,12,6,Beta,Alpha,Grapple,34,45,1,False,True,,36,defender-wins,,,,,,,585,340,127,60,0,0,11,0,,
3,47,12,1,Alpha,Beta,Grapple,28,90,32,False,True,,5,defender-wins,,,,,,,585,340,87,78,0,0,62,0,,
3,48,13,1,Alpha,Beta,Trip,29,61,63,False,False,,,repeat-bothfail,,,,,,,585,340,76,65,0,0,32,26,,
3,49,13,2,Alpha,Beta,Trip,30,42,86,False,False,,,repeat-bothfail,,,,,,,585,319,84,50,0,21,12,49,,
3,50,13,3,Alpha,Beta,Trip,30,61,63,False,False,,,repeat-bothfail,,,,,,,585,306,73,50,0,13,31,25,,
3,51,13,4,Alpha,Beta,Trip,31,69,96,False,False,,,repeat-bothfail,,,,,,,585,260,54,50,0,46,38,58,,
3,52,13,5,Alpha,Beta,Trip,32,96,44,False,False,,,repeat-bothfail,,,,,,,543,260,50,56,42,0,64,5,,Defense-Adv6(T3)
3,53,13,6,Alpha,Beta,Trip,33,76,70,False,False,,,repeat-bothfail,,,,,,,517,246,50,50,26,14,43,31,,
3,54,13,7,Alpha,Beta,Trip,34,56,8,False,True,,31,defender-wins,,,,,,,511,246,50,92,6,0,22,0,,
3,55,13,1,Beta,Alpha,Trip,26,48,95,False,False,,,repeat-bothfail,,,,,,,466,246,50,94,0,45,22,58,,
3,56,13,2,Beta,Alpha,Trip,26,20,30,True,True,6,8,defender-wins,,,,,,,466,246,70,124,0,0,0,0,,
